axis,strategy,bloc_correlation,bias_std,mean_expertise,panel_size,n_items,seed,n_trios,eie_error,mv_error,mean_abs_pair_corr
ideology,expertise_threshold,0.0,0.1,0.65,6,300,2,6,0.05739367631548375,0.06039719131891554,0.004462286930960588
ideology,expertise_threshold,0.0,0.1,0.65,6,300,3,6,0.052604465802453294,0.044310808066525216,0.011200111525445013
ideology,expertise_threshold,0.0,0.1,0.65,6,300,4,6,0.03662456650208036,0.06349185853318827,0.007651133634353609
ideology,expertise_threshold,0.0,0.1,0.65,6,300,5,6,0.06691405998433035,0.04327667090849168,0.013386925747130752
ideology,expertise_threshold,0.0,0.1,0.65,6,300,6,6,0.04878723462964334,0.04606289374527705,0.008031329384961679
ideology,expertise_threshold,0.0,0.1,0.65,6,300,7,6,0.0915436200188588,0.0719952687548026,0.011399015559385191
ideology,expertise_threshold,0.0,0.1,0.65,6,300,8,6,0.05599931265062132,0.046279182270890534,0.007616362718500226
ideology,expertise_threshold,0.0,0.1,0.65,6,300,9,6,0.0713239694650547,0.09054759420954839,0.012807719682066059
ideology,expertise_threshold,0.0,0.1,0.65,6,300,10,6,0.08564619719891682,0.08084674831024541,0.01174258218768186
ideology,expertise_threshold,0.0,0.1,0.65,6,300,11,6,0.07971138487537271,0.04840380145286535,0.012356603584585048
ideology,expertise_threshold,0.0,0.1,0.65,6,300,12,6,0.10317095900322239,0.07194450354781341,0.008706283360044545
ideology,expertise_threshold,0.0,0.1,0.65,6,300,13,6,0.02495797781243295,0.025735571318082434,0.003376515955375397
ideology,expertise_threshold,0.0,0.1,0.65,6,300,14,6,0.052595510911809716,0.05179759062742618,0.00584413559886317
ideology,expertise_threshold,0.0,0.1,0.65,6,300,15,6,0.07778568556911543,0.05608945001712893,0.012852266407869274
ideology,expertise_threshold,0.0,0.1,0.65,6,300,16,6,0.0626033162015417,0.06804875596477339,0.010227626389447448
ideology,expertise_threshold,0.0,0.1,0.65,6,300,17,6,0.07308437649749247,0.04876379954690057,0.011703703703703702
ideology,expertise_threshold,0.0,0.1,0.65,6,300,18,6,0.0916974504913627,0.0598443250345831,0.01327437289977354
ideology,expertise_threshold,0.0,0.1,0.65,6,300,19,6,0.06197949546124398,0.044518236207843224,0.006966260361646118
ideology,expertise_threshold,0.0,0.1,0.65,6,300,20,6,0.03827171201880631,0.03313897149195702,0.010266408686690827
ideology,expertise_threshold,0.0,0.1,0.65,6,300,21,6,0.07978214424740639,0.06604478519690445,0.011300391214350678
ideology,expertise_threshold,0.0,0.1,0.65,6,300,22,6,0.05380405349120007,0.04760864339168349,0.00976244889139345
ideology,expertise_threshold,0.0,0.1,0.65,6,300,23,6,0.06318150319933452,0.04948832813670329,0.010729408476742704
ideology,expertise_threshold,0.0,0.1,0.75,3,300,0,1,0.007813005310575032,0.015625,0.006571269132653061
ideology,expertise_threshold,0.0,0.1,0.75,3,300,1,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.1,0.75,3,300,2,1,0.006315747714755607,0.006512035630323413,0.004122893623610859
ideology,expertise_threshold,0.0,0.1,0.75,3,300,3,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.1,0.75,3,300,4,1,0.017487347039112772,0.010787117161408937,0.0030695434859486
ideology,expertise_threshold,0.0,0.1,0.75,3,300,5,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.1,0.75,3,300,6,1,0.011933847954529694,0.008940334495489458,0.002356068674156666
ideology,expertise_threshold,0.0,0.1,0.75,3,300,7,1,0.014052295676589296,0.00890828916306626,0.005904337556538655
ideology,expertise_threshold,0.0,0.1,0.75,3,300,8,1,0.016096227543185387,0.006964005792140312,0.005949802195951276
ideology,expertise_threshold,0.0,0.1,0.75,3,300,9,1,0.04427971878726215,0.03164910408607887,0.007244885119284178
ideology,expertise_threshold,0.0,0.1,0.75,3,300,10,1,0.033731790974407705,0.026696329254727574,0.007210236067512908
ideology,expertise_threshold,0.0,0.1,0.75,3,300,11,1,0.013370326726429942,0.014993575041884255,0.0023950624006764307
ideology,expertise_threshold,0.0,0.1,0.75,3,300,12,1,0.040954346840766376,0.03862470883772371,0.008784717451603327
ideology,expertise_threshold,0.0,0.1,0.75,3,300,13,1,0.0043618957904708235,0.002228561240862903,0.0024987976337979855
ideology,expertise_threshold,0.0,0.1,0.75,3,300,14,1,0.005346867748957318,0.006830822110612348,0.0025822713408291016
ideology,expertise_threshold,0.0,0.1,0.75,3,300,15,1,0.018916839938671957,0.02292376891061102,0.00765601572411672
ideology,expertise_threshold,0.0,0.1,0.75,3,300,16,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.1,0.75,3,300,17,1,0.008927937173549599,0.0,0.006303703703703704
ideology,expertise_threshold,0.0,0.1,0.75,3,300,18,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.1,0.75,3,300,19,1,0.007449074948592557,0.0022223209920441134,0.0025737761001166665
ideology,expertise_threshold,0.0,0.1,0.75,3,300,20,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.1,0.75,3,300,21,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.1,0.75,3,300,22,1,0.02208901405878087,0.024450766556029735,0.007525309172502592
ideology,expertise_threshold,0.0,0.1,0.75,3,300,23,1,0.012447175268545736,0.006730037360289395,0.0035735160188302795
ideology,expertise_threshold,0.0,0.1,0.75,6,300,0,6,0.01430509524997404,0.019957448126885314,0.006571269132653061
ideology,expertise_threshold,0.0,0.1,0.75,6,300,1,6,0.022257875769746683,0.03634126270699774,0.00555398922359156
ideology,expertise_threshold,0.0,0.1,0.75,6,300,2,6,0.007191895574987367,0.015825675012976697,0.004122893623610859
ideology,expertise_threshold,0.0,0.1,0.75,6,300,3,6,0.010886308353304409,0.018776584788952128,0.0036230191832006577
ideology,expertise_threshold,0.0,0.1,0.75,6,300,4,6,0.013728443281694222,0.02576157802953281,0.0030695434859486
ideology,expertise_threshold,0.0,0.1,0.75,6,300,5,6,0.016885226001784933,0.02184168836581124,0.0027528217157128305
ideology,expertise_threshold,0.0,0.1,0.75,6,300,6,6,0.011580401863175509,0.019196444755795107,0.002356068674156666
ideology,expertise_threshold,0.0,0.1,0.75,6,300,7,6,0.03031244866635059,0.027263986308247556,0.005904337556538655
ideology,expertise_threshold,0.0,0.1,0.75,6,300,8,6,0.016144257571544834,0.01662775032185655,0.005949802195951276
ideology,expertise_threshold,0.0,0.1,0.75,6,300,9,6,0.03159220158061913,0.02939758595466689,0.007244885119284178
ideology,expertise_threshold,0.0,0.1,0.75,6,300,10,6,0.023468925228389725,0.0356810663948648,0.007210236067512908
ideology,expertise_threshold,0.0,0.1,0.75,6,300,11,6,0.013459917653862433,0.01597806061036754,0.0023950624006764307
ideology,expertise_threshold,0.0,0.1,0.75,6,300,12,6,0.03457492322365706,0.040229201913771474,0.008784717451603327
ideology,expertise_threshold,0.0,0.1,0.75,6,300,13,6,0.008571460666432575,0.010669459241747602,0.0024987976337979855
ideology,expertise_threshold,0.0,0.1,0.75,6,300,14,6,0.01379752993356609,0.020231423789214376,0.0025822713408291016
ideology,expertise_threshold,0.0,0.1,0.75,6,300,15,6,0.01818727011749154,0.014891243146552458,0.00765601572411672
ideology,expertise_threshold,0.0,0.1,0.75,6,300,16,6,0.015573633696964696,0.023429597726914372,0.004801698534433405
ideology,expertise_threshold,0.0,0.1,0.75,6,300,17,6,0.02139032754094486,0.018804127084506194,0.006303703703703704
ideology,expertise_threshold,0.0,0.1,0.75,6,300,18,6,0.01596173191983435,0.022211774915402143,0.003944059783402732
ideology,expertise_threshold,0.0,0.1,0.75,6,300,19,6,0.01627925064115578,0.01201629338698884,0.0025737761001166665
ideology,expertise_threshold,0.0,0.1,0.75,6,300,20,6,0.014678677016014044,0.015826062928363218,0.002187199279294036
ideology,expertise_threshold,0.0,0.1,0.75,6,300,21,6,0.017838204307587757,0.02621031189285987,0.004148644992081281
ideology,expertise_threshold,0.0,0.1,0.75,6,300,22,6,0.019257594859438572,0.02256240248237006,0.007525309172502592
ideology,expertise_threshold,0.0,0.1,0.75,6,300,23,6,0.01635934791767986,0.018270687287970436,0.0035735160188302795
ideology,expertise_threshold,0.0,0.3,0.65,3,300,0,1,0.09838186688364468,0.05335059786660553,0.009835512329931973
ideology,expertise_threshold,0.0,0.3,0.65,3,300,1,1,0.028003032309161752,0.04177245731385852,0.006769392772512944
ideology,expertise_threshold,0.0,0.3,0.65,3,300,2,1,0.014869324740559242,0.03808435650144054,0.002406379187923216
ideology,expertise_threshold,0.0,0.3,0.65,3,300,3,1,0.030136770438028797,0.028642420577103866,0.008732542234034841
ideology,expertise_threshold,0.0,0.3,0.65,3,300,4,1,0.02845420427893645,0.026810849457080305,0.00620579428646383
ideology,expertise_threshold,0.0,0.3,0.65,3,300,5,1,0.09156002043942248,0.04442744470141717,0.012630454044805317
ideology,expertise_threshold,0.0,0.3,0.65,3,300,6,1,0.03876761159364397,0.026882704434074405,0.00574516223087018
ideology,expertise_threshold,0.0,0.3,0.65,3,300,7,1,0.10163411968985775,0.07204375221201106,0.012887162306123403
ideology,expertise_threshold,0.0,0.3,0.65,3,300,8,1,0.07629364679525268,0.026891651314400095,0.00806948280114896
ideology,expertise_threshold,0.0,0.3,0.65,3,300,9,1,0.07528229728882219,0.165188742163532,0.006378070324657362
ideology,expertise_threshold,0.0,0.3,0.65,3,300,10,1,0.11947594398919456,0.06641464162459725,0.014370459823731968
ideology,expertise_threshold,0.0,0.3,0.65,3,300,11,1,0.0477020828530131,0.049304286248730664,0.009701884510320335
ideology,expertise_threshold,0.0,0.3,0.65,3,300,12,1,0.07470893391508658,0.07214861218045929,0.009753375688304892
ideology,expertise_threshold,0.0,0.3,0.65,3,300,13,1,0.03140664944564967,0.040701373994296186,0.0062901872752175415
ideology,expertise_threshold,0.0,0.3,0.65,3,300,14,1,0.024150195884412196,0.06368005670426621,0.004153639327636749
ideology,expertise_threshold,0.0,0.3,0.65,3,300,15,1,0.050495112270967514,0.09227322624794576,0.009614774990607885
ideology,expertise_threshold,0.0,0.3,0.65,3,300,16,1,0.06213770149579626,0.07667081513465926,0.00980681213088264
ideology,expertise_threshold,0.0,0.3,0.65,3,300,17,1,0.0340750898004876,0.0333786192966601,0.012014814814814813
ideology,expertise_threshold,0.0,0.3,0.65,3,300,18,1,0.10551821664064101,0.09844429927232476,0.015167858316896779
ideology,expertise_threshold,0.0,0.3,0.65,3,300,19,1,0.07764839828983039,0.04480185982308309,0.00986877086713465
ideology,expertise_threshold,0.0,0.3,0.65,3,300,20,1,0.037399757555128296,0.04113584944467301,0.00791483248363738
ideology,expertise_threshold,0.0,0.3,0.65,3,300,21,1,0.12636037514022092,0.04174036512469811,0.009920214033273908
ideology,expertise_threshold,0.0,0.3,0.65,3,300,22,1,0.032310972151637515,0.031094910700174005,0.006298369591610027
ideology,expertise_threshold,0.0,0.3,0.65,3,300,23,1,0.04815546313293828,0.05690382205783873,0.010339591500347118
ideology,expertise_threshold,0.0,0.3,0.65,6,300,0,6,0.05652633183746911,0.05075238278904335,0.009835512329931973
ideology,expertise_threshold,0.0,0.3,0.65,6,300,1,6,0.051154310434229994,0.06868123073009581,0.006769392772512944
ideology,expertise_threshold,0.0,0.3,0.65,6,300,2,6,0.04527072404829269,0.06411361253739901,0.002406379187923216
ideology,expertise_threshold,0.0,0.3,0.65,6,300,3,6,0.04130219128089859,0.053021631671368495,0.008732542234034841
ideology,expertise_threshold,0.0,0.3,0.65,6,300,4,6,0.045782679757006416,0.06255070276519624,0.00620579428646383
ideology,expertise_threshold,0.0,0.3,0.65,6,300,5,6,0.047166484730849334,0.046439422459140595,0.012630454044805317
ideology,expertise_threshold,0.0,0.3,0.65,6,300,6,6,0.04740361252834638,0.04599202589557839,0.00574516223087018
ideology,expertise_threshold,0.0,0.3,0.65,6,300,7,6,0.08872237205427569,0.08000035124728594,0.012887162306123403
ideology,expertise_threshold,0.0,0.3,0.65,6,300,8,6,0.04812602232723773,0.046738585879382434,0.00806948280114896
ideology,expertise_threshold,0.0,0.3,0.65,6,300,9,6,0.08839344921018392,0.12299768199761751,0.006378070324657362
ideology,expertise_threshold,0.0,0.3,0.65,6,300,10,6,0.07028375235326743,0.08593192883866635,0.014370459823731968
ideology,expertise_threshold,0.0,0.3,0.65,6,300,11,6,0.07176272353276554,0.04842694776480363,0.009701884510320335
ideology,expertise_threshold,0.0,0.3,0.65,6,300,12,6,0.10376309116120652,0.06677267085690643,0.009753375688304892
ideology,expertise_threshold,0.0,0.3,0.65,6,300,13,6,0.030845465974502217,0.0475286329668812,0.0062901872752175415
ideology,expertise_threshold,0.0,0.3,0.65,6,300,14,6,0.034970355427064705,0.05704639653388243,0.004153639327636749
ideology,expertise_threshold,0.0,0.3,0.65,6,300,15,6,0.047175356515026544,0.06387000672080835,0.009614774990607885
ideology,expertise_threshold,0.0,0.3,0.65,6,300,16,6,0.06388014177418094,0.07425222083603596,0.00980681213088264
ideology,expertise_threshold,0.0,0.3,0.65,6,300,17,6,0.08245331774975546,0.04808223304608486,0.012014814814814813
ideology,expertise_threshold,0.0,0.3,0.65,6,300,18,6,0.0851603485141092,0.07007759023561319,0.015167858316896779
ideology,expertise_threshold,0.0,0.3,0.65,6,300,19,6,0.054005649863330785,0.05183854700960474,0.00986877086713465
ideology,expertise_threshold,0.0,0.3,0.65,6,300,20,6,0.042252011724666944,0.040804004114760484,0.00791483248363738
ideology,expertise_threshold,0.0,0.3,0.65,6,300,21,6,0.07102122487771476,0.06950942998274759,0.009920214033273908
ideology,expertise_threshold,0.0,0.3,0.65,6,300,22,6,0.04674544599660702,0.04505854140210872,0.006298369591610027
ideology,expertise_threshold,0.0,0.3,0.65,6,300,23,6,0.041966751147465,0.06237116729029154,0.010339591500347118
ideology,expertise_threshold,0.0,0.3,0.75,3,300,0,1,0.008457474716211794,0.01802488754338144,0.0040226403061224495
ideology,expertise_threshold,0.0,0.3,0.75,3,300,1,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.3,0.75,3,300,2,1,0.0021142984356885184,0.006826464159864395,0.0016295098711428169
ideology,expertise_threshold,0.0,0.3,0.75,3,300,3,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.3,0.75,3,300,4,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.3,0.75,3,300,5,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.3,0.75,3,300,6,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.3,0.75,3,300,7,1,0.02051525690635545,0.04223273173313498,0.008009202756177556
ideology,expertise_threshold,0.0,0.3,0.75,3,300,8,1,0.0097990483517368,0.006369626775677687,0.004234198336173282
ideology,expertise_threshold,0.0,0.3,0.75,3,300,9,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.3,0.75,3,300,10,1,0.04966598507956525,0.03701152069483127,0.0077749718201289035
ideology,expertise_threshold,0.0,0.3,0.75,3,300,11,1,0.007840300316041954,0.01452430911368115,0.003182255863181906
ideology,expertise_threshold,0.0,0.3,0.75,3,300,12,1,0.03191023377139283,0.0405899926919035,0.008357598891775656
ideology,expertise_threshold,0.0,0.3,0.75,3,300,13,1,0.0029180911263864497,0.002228561240862903,0.002089323510467915
ideology,expertise_threshold,0.0,0.3,0.75,3,300,14,1,0.010395520277363476,0.01747048585507101,0.001956408960882629
ideology,expertise_threshold,0.0,0.3,0.75,3,300,15,1,0.010442329850526549,0.03838472871367604,0.00382800786205836
ideology,expertise_threshold,0.0,0.3,0.75,3,300,16,1,0.028593215171694185,0.038006588834614295,0.005845855292222144
ideology,expertise_threshold,0.0,0.3,0.75,3,300,17,1,0.017574934962991267,0.0065611804969109375,0.0058814814814814815
ideology,expertise_threshold,0.0,0.3,0.75,3,300,18,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.3,0.75,3,300,19,1,0.0042365000448448455,0.00666696297613234,0.0021361859283567214
ideology,expertise_threshold,0.0,0.3,0.75,3,300,20,1,0.006568241414185086,0.002262443438914019,0.0021338970673546133
ideology,expertise_threshold,0.0,0.3,0.75,3,300,21,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.3,0.75,3,300,22,1,0.021216252287214132,0.022270633818381052,0.008110118897065815
ideology,expertise_threshold,0.0,0.3,0.75,3,300,23,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.3,0.75,6,300,0,6,0.009270178926573598,0.021048041495571004,0.0040226403061224495
ideology,expertise_threshold,0.0,0.3,0.75,6,300,1,6,0.014303189870598679,0.02487784562395565,0.0037225235753836038
ideology,expertise_threshold,0.0,0.3,0.75,6,300,2,6,0.009964923389895965,0.01961296869604012,0.0016295098711428169
ideology,expertise_threshold,0.0,0.3,0.75,6,300,3,6,0.017336118260500626,0.021661613505009985,0.0037266576239036384
ideology,expertise_threshold,0.0,0.3,0.75,6,300,4,6,0.021001460741788904,0.027477749387272304,0.00583419377782217
ideology,expertise_threshold,0.0,0.3,0.75,6,300,5,6,0.014217018335864367,0.02208162583034097,0.003088428400613869
ideology,expertise_threshold,0.0,0.3,0.75,6,300,6,6,0.010439575203741334,0.024675223180444242,0.003369813470999581
ideology,expertise_threshold,0.0,0.3,0.75,6,300,7,6,0.038801558119420425,0.04086137601179304,0.008009202756177556
ideology,expertise_threshold,0.0,0.3,0.75,6,300,8,6,0.015339408650326632,0.01641174347497693,0.004234198336173282
ideology,expertise_threshold,0.0,0.3,0.75,6,300,9,6,0.017118670007838288,0.03418412043892541,0.008609499555457771
ideology,expertise_threshold,0.0,0.3,0.75,6,300,10,6,0.032418666629173414,0.03737014180150009,0.0077749718201289035
ideology,expertise_threshold,0.0,0.3,0.75,6,300,11,6,0.013927798016071505,0.01673317505262926,0.003182255863181906
ideology,expertise_threshold,0.0,0.3,0.75,6,300,12,6,0.033975876025198054,0.03963286300840022,0.008357598891775656
ideology,expertise_threshold,0.0,0.3,0.75,6,300,13,6,0.011574700091707605,0.01333792121727788,0.002089323510467915
ideology,expertise_threshold,0.0,0.3,0.75,6,300,14,6,0.017909055543876905,0.02056667119474005,0.001956408960882629
ideology,expertise_threshold,0.0,0.3,0.75,6,300,15,6,0.010868691120426023,0.027298692490589152,0.00382800786205836
ideology,expertise_threshold,0.0,0.3,0.75,6,300,16,6,0.01615866964801977,0.032521486083640125,0.005845855292222144
ideology,expertise_threshold,0.0,0.3,0.75,6,300,17,6,0.027181808503852812,0.0217900888230637,0.0058814814814814815
ideology,expertise_threshold,0.0,0.3,0.75,6,300,18,6,0.021988418001934424,0.024545598453229428,0.003465944371393089
ideology,expertise_threshold,0.0,0.3,0.75,6,300,19,6,0.012913816727085527,0.018672253118614413,0.0021361859283567214
ideology,expertise_threshold,0.0,0.3,0.75,6,300,20,6,0.011022968782160303,0.012059039887901026,0.0021338970673546133
ideology,expertise_threshold,0.0,0.3,0.75,6,300,21,6,0.0193912763866159,0.030665129564815916,0.005969223382710513
ideology,expertise_threshold,0.0,0.3,0.75,6,300,22,6,0.021008243008717193,0.01856236268310944,0.008110118897065815
ideology,expertise_threshold,0.0,0.3,0.75,6,300,23,6,0.011669123873130766,0.01608360776690392,0.0035622210587434766
ideology,expertise_threshold,0.0,0.5,0.65,3,300,0,1,0.053187473560744124,0.046875000000000035,0.01357435161564626
ideology,expertise_threshold,0.0,0.5,0.65,3,300,1,1,0.023632784377811022,0.049684654040323906,0.0055053585459647406
ideology,expertise_threshold,0.0,0.5,0.65,3,300,2,1,0.03025996739274859,0.04465675534055026,0.005767552370328386
ideology,expertise_threshold,0.0,0.5,0.65,3,300,3,1,0.03263191515804405,0.03289459248492699,0.008366044027947113
ideology,expertise_threshold,0.0,0.5,0.65,3,300,4,1,0.01302980440183732,0.028634447920144097,0.007421006877004649
ideology,expertise_threshold,0.0,0.5,0.65,3,300,5,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.5,0.65,3,300,6,1,0.04053798445714868,0.03139499537196071,0.006031669315819019
ideology,expertise_threshold,0.0,0.5,0.65,3,300,7,1,0.04779487380958765,0.0888983019739111,0.010629290002032964
ideology,expertise_threshold,0.0,0.5,0.65,3,300,8,1,0.07447027189706606,0.02227072290766563,0.009825907226530864
ideology,expertise_threshold,0.0,0.5,0.65,3,300,9,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.5,0.65,3,300,10,1,0.09411832213542756,0.06716780925810739,0.015821476753101436
ideology,expertise_threshold,0.0,0.5,0.65,3,300,11,1,0.05585039582327972,0.05131397833679402,0.00798433766887588
ideology,expertise_threshold,0.0,0.5,0.65,3,300,12,1,0.06573051044167484,0.0894657724561396,0.009256503106804698
ideology,expertise_threshold,0.0,0.5,0.65,3,300,13,1,0.013234733166858303,0.04673602635010836,0.0038355834133612893
ideology,expertise_threshold,0.0,0.5,0.65,3,300,14,1,0.02665491772274492,0.0795881448079323,0.003491823793077593
ideology,expertise_threshold,0.0,0.5,0.65,3,300,15,1,0.05486827162360575,0.11228571428571432,0.008429658344613985
ideology,expertise_threshold,0.0,0.5,0.65,3,300,16,1,0.04640682924604065,0.07188257336987006,0.00939840741949056
ideology,expertise_threshold,0.0,0.5,0.65,3,300,17,1,0.026180542613584303,0.03336370505355796,0.012422222222222218
ideology,expertise_threshold,0.0,0.5,0.65,3,300,18,1,0.03895058341898637,0.10711607610235083,0.011288574539776462
ideology,expertise_threshold,0.0,0.5,0.65,3,300,19,1,0.07616086511293467,0.05618735660594987,0.009031323918772058
ideology,expertise_threshold,0.0,0.5,0.65,3,300,20,1,0.018404685271575592,0.04612269923604216,0.0058564525705861875
ideology,expertise_threshold,0.0,0.5,0.65,3,300,21,1,0.10948054699174269,0.04218756461330424,0.012308749256557469
ideology,expertise_threshold,0.0,0.5,0.65,3,300,22,1,0.03327239399448887,0.028856589893741513,0.007221730625774385
ideology,expertise_threshold,0.0,0.5,0.65,3,300,23,0,nan,nan,nan
ideology,expertise_threshold,0.0,0.5,0.65,6,300,0,6,0.06566566022184316,0.0639700179297471,0.01357435161564626
ideology,expertise_threshold,0.0,0.5,0.65,6,300,1,6,0.04798935120569978,0.07345039022776483,0.0055053585459647406
ideology,expertise_threshold,0.0,0.5,0.65,6,300,2,6,0.05303856137731116,0.06835933574195556,0.005767552370328386
ideology,expertise_threshold,0.0,0.5,0.65,6,300,3,6,0.04463612619337065,0.0564526717612927,0.008366044027947113
ideology,expertise_threshold,0.0,0.5,0.65,6,300,4,6,0.04278119990503385,0.06021368595622125,0.007421006877004649
ideology,expertise_threshold,0.0,0.5,0.65,6,300,5,6,0.02456861402734432,0.06885176164929202,0.007751007224910127
ideology,expertise_threshold,0.0,0.5,0.65,6,300,6,6,0.05331629432263931,0.04830513602635436,0.006031669315819019
ideology,expertise_threshold,0.0,0.5,0.65,6,300,7,6,0.07268056664192807,0.08188330391840146,0.010629290002032964
ideology,expertise_threshold,0.0,0.5,0.65,6,300,8,6,0.0491891956296189,0.045432049340572996,0.009825907226530864
ideology,expertise_threshold,0.0,0.5,0.65,6,300,9,6,0.074610597246774,0.13529655504455027,0.007150551890016304
ideology,expertise_threshold,0.0,0.5,0.65,6,300,10,6,0.07221744305312836,0.1010113079764113,0.015821476753101436
ideology,expertise_threshold,0.0,0.5,0.65,6,300,11,6,0.057393837721469804,0.052211451615888894,0.00798433766887588
ideology,expertise_threshold,0.0,0.5,0.65,6,300,12,6,0.06970052172285587,0.06997361256845176,0.009256503106804698
ideology,expertise_threshold,0.0,0.5,0.65,6,300,13,6,0.02002003893905183,0.054575997824046735,0.0038355834133612893
ideology,expertise_threshold,0.0,0.5,0.65,6,300,14,6,0.021346530943406824,0.07677252812782616,0.003491823793077593
ideology,expertise_threshold,0.0,0.5,0.65,6,300,15,6,0.043399949381443,0.07064410868322332,0.008429658344613985
ideology,expertise_threshold,0.0,0.5,0.65,6,300,16,6,0.058498549695843914,0.0798024348304595,0.00939840741949056
ideology,expertise_threshold,0.0,0.5,0.65,6,300,17,6,0.07133994738690096,0.04745344380872895,0.012422222222222218
ideology,expertise_threshold,0.0,0.5,0.65,6,300,18,6,0.0671693210127569,0.08517971152752486,0.011288574539776462
ideology,expertise_threshold,0.0,0.5,0.65,6,300,19,6,0.051723460359347835,0.06576574005793547,0.009031323918772058
ideology,expertise_threshold,0.0,0.5,0.65,6,300,20,6,0.031210306130887013,0.041480242789460116,0.0058564525705861875
ideology,expertise_threshold,0.0,0.5,0.65,6,300,21,6,0.06264373701792482,0.07176552933519874,0.012308749256557469
ideology,expertise_threshold,0.0,0.5,0.65,6,300,22,6,0.04801556997466413,0.045881296562229085,0.007221730625774385
ideology,expertise_threshold,0.0,0.5,0.65,6,300,23,6,0.04342818278652454,0.07270190180221597,0.00872345440480818
